distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
18.123692549280836,0.595719535671503,0.3527936356542481,1.0,0.0,0.0,1.0,0.0
29.76792535108109,45.34083937223827,3.628813617206609,1.0,0.0,1.0,1.0,0.0
232.004356502422,0.2884643528098252,0.9040548759495866,1.0,1.0,1.0,1.0,0.0
1.0238810676978571,0.2586434828543581,0.1441753212898828,0.0,0.0,0.0,1.0,0.0
33.67309632292945,1.921203352673452,2.5885329884544923,1.0,1.0,0.0,1.0,0.0
87.74771388683237,0.1585623010345851,6.644520154911031,1.0,0.0,0.0,0.0,0.0
35.11894664829668,0.7057637637257247,0.3070026821223247,1.0,0.0,0.0,1.0,0.0
7.70980664743769,0.9235677342903932,0.4416569954495603,1.0,0.0,0.0,1.0,0.0
18.40094767859842,7.287475496137719,0.1833872593684124,1.0,1.0,0.0,0.0,0.0
98.9822372244456,13.895429265413986,1.1216356446561393,1.0,1.0,0.0,1.0,0.0
17.873330697110692,29.16321333256621,0.6944430384440955,1.0,0.0,0.0,1.0,0.0
1.3286029665890622,0.9762000815008052,4.297272516659326,0.0,0.0,0.0,0.0,1.0
90.83312670643032,0.1877384872919157,0.7989685229455445,1.0,0.0,0.0,0.0,0.0
9.54639371779228,4.558225381938322,0.4565776620370656,1.0,1.0,0.0,1.0,0.0
6.585237126770031,1.6690046061194588,3.0543824188279864,1.0,1.0,0.0,1.0,0.0
107.84514204229718,0.0275001575973181,1.3930923838531046,1.0,1.0,0.0,1.0,0.0
2.9552491163626717,0.9264468578511712,0.2703938028223738,1.0,1.0,0.0,1.0,0.0
17.8352385508908,6.232734942405148,2.101931911682008,1.0,1.0,0.0,0.0,0.0
4.616655437920523,0.5315776153664785,5.3806130112682204,1.0,0.0,0.0,0.0,0.0
61.444014829337306,3.414339942323338,1.3827443355198308,1.0,0.0,0.0,0.0,0.0
27.0967793155232,0.1221824052326377,2.7501875608488704,1.0,0.0,1.0,0.0,0.0
4.568982814389245,1.449329855951058,6.19070176955156,1.0,1.0,0.0,0.0,0.0
10.076148701688076,0.2127972577818615,0.1901009821299712,1.0,0.0,0.0,1.0,0.0
3.947795476726752,0.326260131733246,1.5591576216242926,1.0,0.0,0.0,1.0,0.0
11.486671594355998,0.6914846627303424,8.553816796171041,1.0,0.0,0.0,0.0,0.0
35.77033469237998,3.783881032272169,0.8929204943641945,1.0,0.0,0.0,1.0,0.0
31.99443256155136,5.8085737612834105,1.186484947036255,1.0,0.0,1.0,0.0,0.0
2.342326588364999,1.5531563352653976,1.3034192665240514,1.0,0.0,0.0,1.0,0.0
50.54105293280255,0.7530598975044995,0.4288058602743984,1.0,1.0,0.0,0.0,0.0
11.903784178067228,0.0669352299721652,0.4727502367962016,1.0,1.0,0.0,1.0,0.0
21.367981473739604,0.0978245830577637,0.229081405346856,1.0,1.0,0.0,0.0,0.0
3.721238744885164,2.0748708400895577,5.69362536023915,1.0,0.0,0.0,0.0,0.0
17.601929232474614,0.4348427037686311,1.5698610994838178,1.0,0.0,0.0,1.0,0.0
18.95183045124765,0.1175212858164859,0.1287543340416766,1.0,0.0,0.0,0.0,0.0
9.48284382886782,0.8080141263804512,0.8328098302903955,1.0,1.0,0.0,1.0,0.0
107.09628550323204,0.406395656320398,0.1507435425651122,1.0,1.0,0.0,1.0,0.0
41.91356397384501,0.0535368299184582,1.8483105613187345,1.0,0.0,1.0,1.0,0.0
26.739033283057097,8.030710155694067,1.1956472571481391,1.0,0.0,1.0,1.0,0.0
35.88647327418284,0.0458089126081819,0.4389711725682146,1.0,1.0,0.0,0.0,0.0
726.5416801705964,0.5202787478716338,1.910897289814377,1.0,0.0,0.0,1.0,1.0
35.22026112108493,0.5539451172060912,0.1261398159575988,1.0,0.0,0.0,1.0,0.0
144.80717137845193,0.3241947047839836,3.126666867643848,1.0,0.0,0.0,1.0,1.0
14.551777992411374,0.4160527686536247,1.04034865928477,1.0,1.0,0.0,1.0,0.0
12.675774777825172,4.18368455938903,0.8663090405611514,1.0,1.0,0.0,1.0,0.0
2.1547603896043626,0.902471462751968,0.2733433752887153,1.0,0.0,0.0,1.0,0.0
2.004453346518043,0.3865983990992553,0.2658942169628993,1.0,1.0,0.0,1.0,0.0
22.53102533656584,0.2922989644361758,0.4349607236211992,1.0,1.0,0.0,1.0,0.0
8.660547859394416,0.2762098732525673,1.4518139498296263,1.0,1.0,0.0,1.0,0.0
1.6967474756642216,2.0755235528469207,2.6691266803815004,0.0,0.0,0.0,1.0,0.0
23.971205173745755,2.43143415927803,0.8990335263561299,1.0,0.0,0.0,0.0,0.0
20.23564021391574,1.3362917264213647,1.9978261771851145,1.0,1.0,0.0,1.0,0.0
19.908307949118257,4.433864785814854,0.94109274052312,1.0,0.0,0.0,1.0,0.0
17.085099752944508,4.06884338516041,0.1487239490183862,1.0,0.0,0.0,1.0,0.0
1.9339510282457584,0.872112936711703,0.8618622293479219,1.0,1.0,0.0,1.0,0.0
